,FEN
36298,r2qk2rpp1n1pp12pbpnp16B12BP46N1PPP2PPPR2QK2R
36299,r2qk2rpp1n1pp12pbpnp16B12BP46N1PPP2PPPR2Q1RK1
36300,r3k2rpp1n1pp12pbpnp1q5B12BP46N1PPP2PPPR2Q1RK1
36301,r3k2rpp1n1pp12pbpnp1q5B12BP1P26N1PPP3PPR2Q1RK1
36302,2kr3rpp1n1pp12pbpnp1q5B12BP1P26N1PPP3PPR2Q1RK1
36303,2kr3rpp1n1pp12pbpnp1q5B12BP1P2P5N11PP3PPR2Q1RK1
36304,2kr3rppqn1pp12pbpnp16B12BP1P2P5N11PP3PPR2Q1RK1
36305,2kr3rppqn1pp12pbpnp16B11PBP1P2P5N12P3PPR2Q1RK1
36306,2kr3rppq2pp11npbpnp16B11PBP1P2P5N12P3PPR2Q1RK1
36307,2kr3rppq2pp11npbpnp16B11P1P1P2P5N12P1B1PPR2Q1RK1
36308,2kr3rppq1bpp11np1pnp16B11P1P1P2P5N12P1B1PPR2Q1RK1
36309,2kr3rppq1bpp11np1pnp16B11P1P1P2P2Q2N12P1B1PPR4RK1
36310,2kr3rppq1bpp11np1p1p13n2B11P1P1P2P2Q2N12P1B1PPR4RK1
36311,2kr3rppq1Bpp11np1p1p13n41P1P1P2P2Q2N12P1B1PPR4RK1
36312,2kr3rpp2qpp11np1p1p13n41P1P1P2P2Q2N12P1B1PPR4RK1
36313,2kr3rpp2qpp11np1p1p13n41PPP1P2P2Q2N14B1PPR4RK1
36314,2kr3rpp2qpp11np1pnp181PPP1P2P2Q2N14B1PPR4RK1
36315,2kr3rpp2qpp11np1pnp181PPP1P2P2Q2N14B1PP1R3RK1
36316,2kr3rpp1q1pp11np1pnp181PPP1P2P2Q2N14B1PP1R3RK1
36317,2kr3rpp1q1pp11np1pnp181PPP1P2P2Q2N14B1PP3R1RK1
36318,1k1r3rpp1q1pp11np1pnp181PPP1P2P2Q2N14B1PP3R1RK1
36319,1k1r3rpp1q1pp11np1pnp181PPP1P2PQ4N14B1PP3R1RK1
36320,1k1r3rppq2pp11np1pnp181PPP1P2PQ4N14B1PP3R1RK1
36321,1k1r3rppq2pp11np1pnp18PPPP1P21Q4N14B1PP3R1RK1
36322,1k1r4ppq2pp11np1pnp18PPPP1P1r1Q4N14B1PP3R1RK1
36323,1k1r4ppq2pp11np1pnp1P71PPP1P1r1Q4N14B1PP3R1RK1
36324,1knr4ppq2pp12p1pnp1P71PPP1P1r1Q4N14B1PP3R1RK1
36325,1knr4ppq2pp12p1pnp1P71PPP1P1r4Q1N14B1PP3R1RK1
36326,1k1r4ppq1npp12p1pnp1P71PPP1P1r4Q1N14B1PP3R1RK1
36327,1k1r4ppq1npp12p1pnp1P3Q31PPP1P1r6N14B1PP3R1RK1
36328,1k1r3rppq1npp12p1pnp1P3Q31PPP1P26N14B1PP3R1RK1
36329,1k1r3rppq1npp12p1pnp1PP2Q32PP1P26N14B1PP3R1RK1
36330,1k1r3rppq1npp14pnp1Pp2Q32PP1P26N14B1PP3R1RK1
36331,1k1r3rppq1npp14pnp1PQ62PP1P26N14B1PP3R1RK1
36332,1k1r3r1pq1npp1p3pnp1PQ62PP1P26N14B1PP3R1RK1
36333,1k1r3r1pq1npp1p3pnp1P72PP1P26N11Q2B1PP3R1RK1
36334,1k5r1pqrnpp1p3pnp1P72PP1P26N11Q2B1PP3R1RK1
36335,1k5r1pqrnpp1p3pnp1P1P53P1P26N11Q2B1PP3R1RK1
36336,k6r1pqrnpp1p3pnp1P1P53P1P26N11Q2B1PP3R1RK1
36337,k6r1pqrnpp1p3pnp1P1P53P1P25BN11Q4PP3R1RK1
36338,k6r1pqr1pp1p1n1pnp1P1P53P1P25BN11Q4PP3R1RK1
36339,k6r1pqr1pp1p1B1pnp1P1P53P1P26N11Q4PP3R1RK1
36340,k6r1p1r1pp1p1q1pnp1P1P53P1P26N11Q4PP3R1RK1
36341,k6r1p1r1pp1p1q1pnp1P1P53P1P25RN11Q4PP3R2K1
36342,k6r1p1r1pp1p3pnp1P1P5q2P1P25RN11Q4PP3R2K1
36343,k6r1p1r1pp1p3pnp1P1P5q2P1P23R2N11Q4PP3R2K1
36344,k1r51p1r1pp1p3pnp1P1P5q2P1P23R2N11Q4PP3R2K1
36345,k1r51p1r1pp1p3pnp1P1P5q2P1P23R2N11Q4PP1R4K1
36346,k1r51p1r1pp1p3pnp1q1P53P1P23R2N11Q4PP1R4K1
36347,k1r51p1r1pp1p3pnp1q1P53P1P21R4N11Q4PP1R4K1
36348,k1r51pqr1pp1p3pnp12P53P1P21R4N11Q4PP1R4K1
36349,k1r51pqr1pp1p3pnp12P53P1P2QR4N16PP1R4K1
36350,2r5kpqr1pp1p3pnp12P53P1P2QR4N16PP1R4K1
36351,2r5kpqr1pp1pR2pnp12P53P1P2Q5N16PP1R4K1
36352,2r5kp1r1pp1pR2pnp12P53P1q2Q5N16PP1R4K1
36353,2r5kp1r1pp1pR2pnp12P53P1q2Q74N1PP1R4K1
36354,2r5kp1r1pp1pR2pnp12P53Pq3Q74N1PP1R4K1
36355,2r5kp1r1pp1pR2pnp12P53Pq31Q64N1PP1R4K1
36356,2r5kp1r1pp1pR2pnp12Pq43P41Q64N1PP1R4K1
36357,2r5kp1r1pp1R3pnp12Pq43P41Q64N1PP1R4K1
36358,1kr51p1r1pp1R3pnp12Pq43P41Q64N1PP1R4K1
36359,1kr51p1r1pp1R3pnp12Pq4Q2P484N1PP1R4K1
36360,rnbq1rk1pppp2pp4p35p22PPn3P1P4N2Q1PPPPR1B1KB1R
36361,rnbq1rk1pppp2pp4p35p22PPn3P1P2P1N2Q1P1PPR1B1KB1R
36362,rnbq1rk1pppp2pp4pn25p22PP4P1P2P1N2Q1P1PPR1B1KB1R
36363,rnbq1rk1pppp2pp4pn22P2p23P4P1P2P1N2Q1P1PPR1B1KB1R
36364,rnbq1rk1p1pp2pp1p2pn22P2p23P4P1P2P1N2Q1P1PPR1B1KB1R
36365,rnbq1rk1p1pp2pp1P2pn25p23P4P1P2P1N2Q1P1PPR1B1KB1R
36366,rnbq1rk1p2p2pp1p2pn25p23P4P1P2P1N2Q1P1PPR1B1KB1R
36367,rnbq1rk1p2p2pp1p2pn25p23P4P1P1PP1N2Q3PPR1B1KB1R
36368,rnb2rk1p1qp2pp1p2pn25p23P4P1P1PP1N2Q3PPR1B1KB1R
36369,rnb2rk1p1qp2pp1p2pn25p23P4P1P1PP1N2QB2PPR3KB1R
36370,rnb1nrk1p1qp2pp1p2p35p23P4P1P1PP1N2QB2PPR3KB1R
36371,rnb1nrk1p1qp2pp1p2p35p22PP4P3PP1N2QB2PPR3KB1R
36372,rn2nrk1p1qp2ppbp2p35p22PP4P3PP1N2QB2PPR3KB1R
36373,rn2nrk1p1qp2ppbp2p35p22PP4P3PP1N2QB2PP2R1KB1R
36374,rn3rk1p1qp2ppbp1np35p22PP4P3PP1N2QB2PP2R1KB1R
36375,rn3rk1p1qp2ppbp1np35p2Q1PP4P3PP1N3B2PP2R1KB1R
36376,rn3rk1p2p2ppbpqnp35p2Q1PP4P3PP1N3B2PP2R1KB1R
36377,rn3rk1p2p2ppbpQnp35p22PP4P3PP1N3B2PP2R1KB1R
36378,r4rk1p2p2ppbpnnp35p22PP4P3PP1N3B2PP2R1KB1R
36379,r4rk1p2p2ppbpnnp35p21BPP4P3PP1N6PP2R1KB1R
36380,r4rk1p2p2ppbp1np35p21nPP4P3PP1N6PP2R1KB1R
36381,r4rk1p2p2ppbp1np35p21PPP44PP1N6PP2R1KB1R
36382,r4rk1p2p2pp1p1np35p21PbP44PP1N6PP2R1KB1R
36383,r4rk1p2p2pp1p1np35p21PBP44PP1N6PP2R1K2R
36384,r1r3k1p2p2pp1p1np35p21PBP44PP1N6PP2R1K2R
36385,r1r3k1p2p2pp1p1nB35p21P1P44PP1N6PP2R1K2R
36386,r1r3k1p5pp1p1np35p21P1P44PP1N6PP2R1K2R
36387,r1r3k1p5pp1p1np35p21P1P44PP1N3K2PP2R4R
36388,r1r5p4kpp1p1np35p21P1P44PP1N3K2PP2R4R
36389,r1r5p4kpp1p1np35p21P1P1N24PP23K2PP2R4R
36390,r1r55kpp1p1np3p4p21P1P1N24PP23K2PP2R4R
36391,r1r55kpp1p1np3P4p23P1N24PP23K2PP2R4R
36392,r1r55kpp3np3p4p23P1N24PP23K2PP2R4R
36393,r1r55kpp3np3p4p23P1N23KPP26PP2R4R
36394,r1r55kpp3np35p2p2P1N23KPP26PP2R4R
36395,r1R55kpp3np35p2p2P1N23KPP26PP7R
36396,2r55kpp3np35p2p2P1N23KPP26PP7R
36397,2r55kpp3np35p2p2P1N23KPP26PPR7
36398,2r55kpp4p35p2p1nP1N23KPP26PPR7
36399,2r55kpp4p35p2p1nP1N23KPP26PP1R6
36400,2r55kpp4p35p22nP1N2p2KPP26PP1R6
36401,2r51R3kpp4p35p22nP1N2p2KPP26PP8
36402,2r51R4pp4pk25p22nP1N2p2KPP26PP8
36403,2r5R5pp4pk25p22nP1N2p2KPP26PP8
36404,2r5R6p4pk25pp12nP1N2p2KPP26PP8
36405,2r5R6p4pk25ppN2nP4p2KPP26PP8
36406,2r5R6p4p1k15ppN2nP4p2KPP26PP8
36407,2r5R6p4p1k15ppN2nP2P1p2KPP27P8
36408,2r5R6p4p1k15ppN3P2P1p2KPP21n5P8
36409,2r5R6p4p1k15ppN3P2P1p3PP21n1K3P8
36410,2r5R6p4p1k15ppN2nP2P1p3PP23K3P8
36411,2r5R6p4p1k15ppN2nP2P1p3PP24K2P8
36412,8R6p2r1p1k15ppN2nP2P1p3PP24K2P8
36413,8R6p2r1p1k15ppN2nP2P1p3PP1P4K38
36414,8R6p2r3k14pppN2nP2P1p3PP1P4K38
36415,8R6p2r3k14PppN2n3P1p3PP1P4K38
36416,8R6p2r3k14P1pN2n3p1p3PP1P4K38
36417,8R6p2r3k14P1pN2n3P1p3PP24K38
36418,8R6p2r3k14n1pN6P1p3PP24K38
36419,87p2r3k14n1pN6P1R3PP24K38
36420,87p6k14n1pN6P1R3PP22r1K38
36421,87p6k14n1pN6P1R3PP22r55K2
36422,85k1p84n1pN6P1R3PP22r55K2
36423,85k1p84n1pN4P1P1R4P22r55K2
36424,85k1p84n1pN4P1P1R4P23r45K2
36425,85k1p84n1pN4P1P1R4P23r44K3
36426,85k1p84n1pN4P1P1R4P26r14K3
36427,85k1p84n1pN4P1P11R3P26r14K3
36428,84k2p84n1pN4P1P11R3P26r14K3
36429,84k1Np84n1p14P1P11R3P26r14K3
36430,84k1Np86p14P1P11R3n26r14K3
36431,84k1Np86p14P1P15R26r14K3
36432,84k1Np86p14P1r15R284K3
36433,84k2p85Np14P1r15R284K3
36434,87p4k35Np14P1r15R284K3
36435,87p4k36p14P1r15RN184K3
36436,884k36pp4P1r15RN184K3
36437,884k36pN4P1r15R284K3
36438,884k36pN4r35R284K3
36439,884k36pN4r35R25K28
36440,8884k1pN4r35R25K28
36441,8884k1pN4r35RK188
36442,8884k1pN7r5RK188
36443,86N184k1p17r5RK188
36444,86N184k1p15r25RK188
36445,86N184k1p15r2R5K188
36446,86N184k1p13r4R5K188
36447,86N1R74k1p13r46K188
36448,86N1R2r44k1p186K188
36449,8R5N13r44k1p186K188
36450,8R5N184k1p13r46K188
36451,85RN184k1p13r46K188
36452,85RN184k1p15r26K188
36453,84R1N184k1p15r26K188
36454,84R1N15k26p15r26K188
36455,8R5N15k26p15r26K188
36456,8R5N15k26p14r36K188
36457,8R75k26pN4r36K188
36458,8R76k16pN4r36K188
36459,8R76k16pN4r35K288
36460,8R76k16pN1r65K288
36461,8R76k16p11r65KN188
36462,8R76k16p15r25KN188
36463,8R76k16p15r24K1N188
36464,8R4r26k16p184K1N188
36465,85r26k1R5p184K1N188
36466,885rk1R5p184K1N188
36467,885rk1R5p14N34K388
36468,886k1R4rp14N34K388
36469,88R5k15rp14N34K388
36470,86k1R75rp14N34K388
36471,86k1R75rp184K1N188
36472,86k1R74r1p184K1N188
36473,86k1R74r1p13K46N188
36474,86k1R71r4p13K46N188
36475,86k1R71r4p14K36N188
36476,85k2R71r4p14K36N188
36477,85k2R71r3Np14K3888
36478,85k2R75Np11r2K3888
36479,85k2R76p11r1NK3888
36480,85k2R76p13NK3881r6
36481,85k2R76p14K35N281r6
36482,85k2R76p11r2K35N288
36483,85k2R1N56p14K3881r6
36484,88R1N3k16p14K3881r6
36485,88R5k14N1p14K3881r6
36486,88R74N1pk4K3881r6
36487,888R3N1pk4K3881r6
36488,888R3N1pk4K3884r3
36489,888R3N1pk85K284r3
36490,888R3N1pk85K285r2
36491,888R3N1pk86K185r2
36492,888R3N1pk5r26K188
36493,rnbqkbnrppppp1pp85p22P58PP1PPPPPRNBQKBNR
36494,rnbqkbnrppppp1pp85p22P55N2PP1PPPPPRNBQKB1R
36495,rnbqkb1rppppp1pp5n25p22P55N2PP1PPPPPRNBQKB1R
36496,rnbqkb1rppppp1pp5n25p22P55NP1PP1PPP1PRNBQKB1R
36497,rnbqkb1rppppp2p5np15p22P55NP1PP1PPP1PRNBQKB1R
36498,rnbqkb1rppppp2p5np15p22P55NP1PP1PPPBPRNBQK2R
36499,rnbqk2rppppp1bp5np15p22P55NP1PP1PPPBPRNBQK2R
36500,rnbqk2rppppp1bp5np15p22PP45NP1PP2PPBPRNBQK2R
36501,rnbqk2rppp1p1bp3p1np15p22PP45NP1PP2PPBPRNBQK2R
36502,rnbqk2rppp1p1bp3p1np15p22PP42N2NP1PP2PPBPR1BQK2R
36503,rnbqk2rppp3bp3ppnp15p22PP42N2NP1PP2PPBPR1BQK2R
36504,rnbqk2rppp3bp3ppnp15p22PP42N2NP1PP2PPBPR1BQ1RK1
36505,rnbq1rk1ppp3bp3ppnp15p22PP42N2NP1PP2PPBPR1BQ1RK1
36506,rnbq1rk1ppp3bp3ppnp15p22PP42N2NP1PPQ1PPBPR1B2RK1
36507,r1bq1rk1ppp3bp2nppnp15p22PP42N2NP1PPQ1PPBPR1B2RK1
36508,r1bq1rk1ppp3bp2nppnp15p22PP42N2NP1PPQ1PPBPR1BR2K1
36509,r1b2rk1ppp1q1bp2nppnp15p22PP42N2NP1PPQ1PPBPR1BR2K1
36510,r1b2rk1ppp1q1bp2nppnp15p22PP42N2NP1PPQ1PPBP1RBR2K1
36511,r1b2rk11pp1q1bp2nppnp1p4p22PP42N2NP1PPQ1PPBP1RBR2K1
36512,r1b2rk11pp1q1bp2nppnp1p4p22PP4P1N2NP11PQ1PPBP1RBR2K1
36513,r1bn1rk11pp1q1bp3ppnp1p4p22PP4P1N2NP11PQ1PPBP1RBR2K1
36514,r1bn1rk11pp1q1bp3ppnp1p4p22PPP3P1N2NP11PQ2PBP1RBR2K1
36515,r1bn1rk11pp1q1bp3ppnp1p72PPp3P1N2NP11PQ2PBP1RBR2K1
36516,r1bn1rk11pp1q1bp3ppnp1p72PPN3P4NP11PQ2PBP1RBR2K1
36517,r1bn1rk11pp1q1bp3pp1p1p72PPn3P4NP11PQ2PBP1RBR2K1
36518,r1bn1rk11pp1q1bp3pp1p1p72PPQ3P4NP11P3PBP1RBR2K1
36519,r1b2rk11pp1qnbp3pp1p1p72PPQ3P4NP11P3PBP1RBR2K1
36520,r1b2rk11pp1qnbp3pp1p1p72PPQ3P4NPB1P3P1P1RBR2K1
36521,r1b2rk11pp2nbp3ppqp1p72PPQ3P4NPB1P3P1P1RBR2K1
36522,r1b2rk11pp2nbp3ppqp1p72PPQ3P4NPB1P1B1P1P1R1R2K1
36523,r1b2rk11pp2nbp4pqp1p2p42PPQ3P4NPB1P1B1P1P1R1R2K1
36524,r1b2rk11pp2nbp4pqp1p2p42PP4P4NPB1P1BQP1P1R1R2K1
36525,r1b2rk11pp2nbp4pqp1p72pP4P4NPB1P1BQP1P1R1R2K1
36526,r1b2rk11pp2nbp4pqp1p72pP1B2P4NPB1P2QP1P1R1R2K1
36527,r1b2rk11pp3bp3npqp1p72pP1B2P4NPB1P2QP1P1R1R2K1
36528,r1b2rk11pp3bp3npqp1p5N12pP1B2P5PB1P2QP1P1R1R2K1
36529,r1b1r1k11pp3bp3npqp1p5N12pP1B2P5PB1P2QP1P1R1R2K1
36530,r1b1r1k11pp3bp3npqp1p5N12pP1B2P5P11P2QPBP1R1R2K1
36531,2b1r1k11pp3bpr2npqp1p5N12pP1B2P5P11P2QPBP1R1R2K1
36532,2b1r1k11pp3bpr2npqp1p72pPNB2P5P11P2QPBP1R1R2K1
36533,2b1r1k11pp3bpr3pqp1p72pPnB2P5P11P2QPBP1R1R2K1
36534,2b1r1k11pp3bpr3pqp1p72pPBB2P5P11P2QP1P1R1R2K1
36535,2b1r1k12p3bpr3pqp1pp62pPBB2P5P11P2QP1P1R1R2K1
36536,2b1r1k12p3bpr3pqp1pp62pPBB2PP4P14QP1P1R1R2K1
36537,2b1r1k12p3bpr3pqp1pp63PBB2Pp4P14QP1P1R1R2K1
36538,2b1r1k12p3bpr3pqp1pQ63PBB2Pp4P15P1P1R1R2K1
36539,2b2rk12p3bpr3pqp1pQ63PBB2Pp4P15P1P1R1R2K1
36540,2b2rk12p3bpr3pqp1p73PBB2PQ4P15P1P1R1R2K1
36541,2b2rk12p3bp1r2pqp1p73PBB2PQ4P15P1P1R1R2K1
36542,2b2rk12p3bp1r2pqp1p73PBB2P3Q1P15P1P1R1R2K1
36543,2b2rk12p3bp4pqp1p73PBB2P3Q1P15P1P1r1R2K1
36544,2b2rk12p3bp4pqp1p73P1B2P3Q1P15P1P1B1R2K1
36545,5rk11bp3bp4pqp1p73P1B2P3Q1P15P1P1B1R2K1
36546,5rk11bp3bp4pqp1p73P1B2P3Q1P1B4P1P3R2K1
36547,5rk12p3bp4pqp1p2b43P1B2P3Q1P1B4P1P3R2K1
36548,5rk12p3bp4pqp1p2B43P1B2P3Q1P15P1P3R2K1
36549,5rk12p3bp5qp1p2p43P1B2P3Q1P15P1P3R2K1
36550,5rk12B3bp5qp1p2p43P4P3Q1P15P1P3R2K1
36551,5rk12B3bp5qp13p4p2P4P3Q1P15P1P3R2K1
36552,5rk12B3bp5qp13p4p2P4P2RQ1P15P1P6K1
36553,5rk12B3bp6p13p1q2p2P4P2RQ1P15P1P6K1
36554,5rk16bp6p13pBq2p2P4P2RQ1P15P1P6K1
36555,5rk17p6pb3pBq2p2P4P2RQ1P15P1P6K1
36556,5rk17p6pb3pBq2p2P4P2R2P14QP1P6K1
36557,2r3k17p6pb3pBq2p2P4P2R2P14QP1P6K1
36558,2r3k17p6pb3pBq2p2P4P4RP14QP1P6K1
36559,2r3k17p6pb3pB3p2P4P4RPq4QP1P6K1
36560,2r3k12B4p6pb3p4p2P4P4RPq4QP1P6K1
36561,2r2bk12B4p6p13p4p2P4P4RPq4QP1P6K1
36562,2r2bk12B4p6p11Q1p4p2P4P4RPq5P1P6K1
36563,2r2bk12B4p4q1p11Q1p4p2P4P4RP15P1P6K1
36564,2r2bk17p4q1p11Q1pB3p2P4P4RP15P1P6K1
36565,2r2bk17p2q3p11Q1pB3p2P4P4RP15P1P6K1
36566,2r2bk17p2q3p1Q2pB3p2P4P4RP15P1P6K1
36567,r4bk17p2q3p1Q2pB3p2P4P4RP15P1P6K1
36568,r4bk17p2q3p13pB3p2P4P4RP13Q1P1P6K1
36569,2r2bk17p2q3p13pB3p2P4P4RP13Q1P1P6K1
36570,2r2bk17p2q3p13pB3p2P4P4RP13Q1PKP8
36571,2r2bk13q3p6p13pB3p2P4P4RP13Q1PKP8
36572,2r2bk13q3p6p13pB3p2P3PP4RP13Q1PK18
36573,2r2bk17p6p13pB3p2P2qPP4RP13Q1PK18
36574,rnbqk2rpppp1ppp4p382PPn3P1P1P35PPPR1BQKBNR
36575,rnbqk2rpppp2pp4p35p22PPn3P1P1P35PPPR1BQKBNR
36576,rnbqk2rpppp2pp4p35p1Q2PPn3P1P1P35PPPR1B1KBNR
36577,rnbqk2rpppp3p4p1p15p1Q2PPn3P1P1P35PPPR1B1KBNR
36578,rnbqk2rpppp3p4p1pQ5p22PPn3P1P1P35PPPR1B1KBNR
36579,rnbqk2rppp4p3pp1pQ5p22PPn3P1P1P35PPPR1B1KBNR
36580,rnbqk2rppp4p3pp1pQ5p22PPn3P1P1PP26PPR1B1KBNR
36581,rnbqk2rppp4p3ppnpQ5p22PP4P1P1PP26PPR1B1KBNR
36582,rnbqk2rppp4p3ppnpQ5p22PPP3P1P2P26PPR1B1KBNR
36583,rnbqk2rppp4p3p1npQ4pp22PPP3P1P2P26PPR1B1KBNR
36584,rnbqk2rppp4p3p1npQ4ppB12PPP3P1P2P26PPR3KBNR
36585,rnb1k2rppp1q2p3p1npQ4ppB12PPP3P1P2P26PPR3KBNR
36586,rnb1k2rppp1q2p3p1npQ4ppB12PPP3P1PB1P26PPR3K1NR
36587,rnb1kr2ppp1q2p3p1npQ4ppB12PPP3P1PB1P26PPR3K1NR
36588,rnb1kr2ppp1q2p3p1npQ4ppB12PPP3P1PB1P24N1PPR3K2R
36589,rnb1kr2ppp2q1p3p1npQ4ppB12PPP3P1PB1P24N1PPR3K2R
36590,rnb1kr2ppp2q1p3p1np14ppB12PPP2QP1PB1P24N1PPR3K2R
36591,rnb1kr2ppp2q1p3p1np14p1B12PPp2QP1PB1P24N1PPR3K2R
36592,rnb1kr2ppp2q1p3p1np14p1B12PPP2QP1PB44N1PPR3K2R
36593,rnb1kr2ppp2q1p3p2p14p1B12PPP1nQP1PB44N1PPR3K2R
36594,rnb1kr2ppp2q1p3p2p14p1B12PPP1nQP1PB3P4N1P1R3K2R
36595,rnb1kr2ppp4p3p2p14p1B12PPP1nQP1PB3P4NqP1R3K2R
36596,rnb1kr2ppp4p3p2p14p1B12PPP1nQP1PB3P3KNqP1R6R
36597,rnb1kr2ppp4p3p2p14p1B12PPP1nqP1PB3P3KN1P1R6R
36598,rnb1kr2ppp4p3p2p14p32PPP1nBP1PB3P3KN1P1R6R
36599,rnb1kr2ppp4p3p2p14p32PPP2BP1PB3P3KNnP1R6R
36600,rnb1kr2ppp4p3p2p14p32PPP2BP1PB3P3KNnP1R4R2
36601,rnb1kr2ppp4p3p2p14p32PPP2BP1Pn3P3KN1P1R4R2
36602,rnb1kR2ppp4p3p2p14p32PPP2BP1Pn3P3KN1P1R7
36603,rnb2k2ppp4p3p2p14p32PPP2BP1Pn3P3KN1P1R7
36604,rnb2k2ppp4p3p2p14p32PPP2BP1PK3P4N1P1R7
36605,rn3k2ppp4p3pb1p14p32PPP2BP1PK3P4N1P1R7
36606,rn3k2ppp4p3pb1p14p32PPP2BP1PK2NP6P1R7
36607,r4k2pppn3p3pb1p14p32PPP2BP1PK2NP6P1R7
36608,r4k2pppn3p3pb1p14p32PPP2BP1PK3P6P1R4N2
36609,r4k21ppn3pp2pb1p14p32PPP2BP1PK3P6P1R4N2
36610,r4k21ppn3pp2pb1p14p32PPP3P1PK3P5BP1R4N2
36611,r71ppn2kpp2pb1p14p32PPP3P1PK3P5BP1R4N2
36612,r71ppn2kpp2pb1p14p32PPP3P1PK3P3N1BP1R7
36613,5r21ppn2kpp2pb1p14p32PPP3P1PK3P3N1BP1R7
36614,5r21ppn2kpp2pb1p14p32PPP3P1PKB2P3N2P1R7
36615,5r22pn2kppp1pb1p14p32PPP3P1PKB2P3N2P1R7
36616,5r22pn2kppp1pb1p14p32PPP3P1PKB2P3N2P11R6
36617,5r22p3kppp1pbnp14p32PPP3P1PKB2P3N2P11R6
36618,rn1q1rk1pbppbppp1p2pn282PP42N2NP1PP2PPBPR1BQ1RK1
36619,rn1q1rk1pbppbppp1p2p382PPn32N2NP1PP2PPBPR1BQ1RK1
36620,rn1q1rk1pbppbppp1p2p382PPn32N2NP1PPQ1PPBPR1B2RK1
36621,rn1q1rk1pbppbppp1p2p382PP42n2NP1PPQ1PPBPR1B2RK1
36622,rn1q1rk1pbppbppp1p2p382PP42Q2NP1PP2PPBPR1B2RK1
36623,rn1q1rk1pbppb1pp1p2p35p22PP42Q2NP1PP2PPBPR1B2RK1
36624,rn1q1rk1pbppb1pp1p2p35p22PP41PQ2NP1P3PPBPR1B2RK1
36625,rn1q1rk1pbpp2pp1p2pb25p22PP41PQ2NP1P3PPBPR1B2RK1
36626,rn1q1rk1pbpp2pp1p2pb25p22PP41PQ2NP1PB2PPBPR4RK1
36627,rn1q1rk1pbp3pp1p1ppb25p22PP41PQ2NP1PB2PPBPR4RK1
36628,rn1q1rk1pbp3pp1p1ppb25p22PP41PQ2NP1PB2PPBP3R1RK1
36629,rn3rk1pbp1q1pp1p1ppb25p22PP41PQ2NP1PB2PPBP3R1RK1
36630,rn3rk1pbp1q1pp1p1ppb25p22PP41PQ3P1PB2PPBP3RNRK1
36631,rn3rk1p1p1q1pp1p1ppb25p22PP41PQ3P1PB2PPbP3RNRK1
36632,rn3rk1p1p1q1pp1p1ppb25p22PP41PQ3P1PB2PPNP3R1RK1
36633,r4rk1p1p1q1pp1pnppb25p22PP41PQ3P1PB2PPNP3R1RK1
36634,r4rk1p1p1q1pp1pnppb25p22PP41P3QP1PB2PPNP3R1RK1
36635,r4rk1p1pq2pp1pnppb25p22PP41P3QP1PB2PPNP3R1RK1
36636,r4rk1p1pq2pp1pnppb25p22PP1N21P3QP1PB2PP1P3R1RK1
36637,4rrk1p1pq2pp1pnppb25p22PP1N21P3QP1PB2PP1P3R1RK1
36638,4rrk1p1pq2pp1pnppb23P1p22P2N21P3QP1PB2PP1P3R1RK1
36639,3nrrk1p1pq2pp1p1ppb23P1p22P2N21P3QP1PB2PP1P3R1RK1
36640,rnbq1rk1ppp2ppp4pn23p41bPP42NBP3PP3PPPR1BQK1NR
36641,rnbq1rk1ppp2ppp4pn23p41bPP4P1NBP31P3PPPR1BQK1NR
36642,rnbq1rk1ppp2ppp4pn281bpP4P1NBP31P3PPPR1BQK1NR
36643,rnbq1rk1ppp2ppp4pn281bBP4P1N1P31P3PPPR1BQK1NR
36644,rnbq1rk1ppp2ppp3bpn282BP4P1N1P31P3PPPR1BQK1NR
36645,rnbq1rk1ppp2ppp3bpn282BP4P1N1PN21P3PPPR1BQK2R
36646,r1bq1rk1ppp2ppp2nbpn282BP4P1N1PN21P3PPPR1BQK2R
36647,r1bq1rk1ppp2ppp2nbpn21N62BP4P3PN21P3PPPR1BQK2R
36648,r1bq1rk1ppp2ppp2nb1n21N2p32BP4P3PN21P3PPPR1BQK2R
36649,r1bq1rk1ppp2ppp2nN1n24p32BP4P3PN21P3PPPR1BQK2R
36650,r1b2rk1ppp2ppp2nq1n24p32BP4P3PN21P3PPPR1BQK2R
36651,r1b2rk1ppp2ppp2nq1n24P32B5P3PN21P3PPPR1BQK2R
36652,r1b2rk1ppp2ppp2n2n24P32B5P3PN21P3PPPR1BqK2R
36653,r1b2rk1ppp2ppp2n2n24P32B5P3PN21P3PPPR1BK3R
36654,r1b2rk1ppp2ppp2n54P32B3n1P3PN21P3PPPR1BK3R
36655,r1b2rk1ppp2ppp2n54P32B3n1P3PN21P2KPPPR1B4R
36656,r1b2rk1ppp2ppp84n32B3n1P3PN21P2KPPPR1B4R
36657,r1b2rk1ppp2ppp83Bn36n1P3PN21P2KPPPR1B4R
36658,r1b2rk1pp3ppp2p53Bn36n1P3PN21P2KPPPR1B4R
36659,r1b2rk1pp3ppp2p54n34B1n1P3PN21P2KPPPR1B4R
36660,r4rk1pp3ppp2p1b34n34B1n1P3PN21P2KPPPR1B4R
36661,r4rk1pp3ppp2p1b34n34B1n1P3P31P1NKPPPR1B4R
36662,3r1rk1pp3ppp2p1b34n34B1n1P3P31P1NKPPPR1B4R
36663,3r1rk1pp3ppp2p1b34n34B1n1P3P2P1P1NKPP1R1B4R
36664,3r1rk1pp3ppp2p1bn24n34B3P3P2P1P1NKPP1R1B4R
